id,text,is,category3
25,Ser mamá es lo más lindo de ser mujer,1,1
26,Esa mujer no es para casarse.,1,1
27,Ni licuadas sale una. Con el perdón que me merecen las mujeres de este medio. Pero   esto es un punto y aparte... REPITO   las disculpas del caso a las féminas del tuiter.,1,1
28,Me da asquito del recio ver tuiteros cuentiando a los culos de una manera tan sutil y básica   digna de facebookero maduro.,1,1
29,Hace poco leí algo que comentó sobre el pene en una publicación que lejos de ser sexista   sólo pretendía activar el morbo de forma divertida. Gurl   we all love dicks y ella está pretendiendo de los dedos hacia el teclado que no le encanta. #BitchPLEASE,1,1
30,& luego te das cuenta que principe azul & barba azul son el mismo. & no puedes amarlo   a menos que ames sus dos versiones,1,1
31,Muy mal debe estar para expresar semejantes barbaridades señora la tasa de homicidios a nivel a nivel mundial es un 23% mayor en hombres q en mujeres   y discúlpeme pero si las dejaron con hijos es porque no se fijaron bien a quien le abrían las piernas,1,1
32,Mejor mantenga las piernas cerraditas y sepa elegir hombre no solo se deje llevar por la calentura.,1,1
33,"Las mujeres ""Bonitas"" no toman🍺   no fuman🚬   no dicen groserías",1,1
34,Vergüenza de mujeres que   aprovechando la actual coyuntura   de la nada se declaran “feministas” para según ellas   derrotar al contrincante político. De Feminismo   ni la más mínima idea.,1,1
35,Es algo sexista eso de jubilarse 5 años mas tardes   todo por que uno nacio con pene o con vagina te beneficia con una jubilacion anticipada   es decir que un hombre ademas de vivir menos que la mujer aporta 5 años mas y se jubila con la misma jubilacion.,1,1
36,"Buscame   soy como Dios ""dejad que las niñas se acerquen a mi""",1,1
37,hay mujeres que por envidia o inseguridad no aceptan la belleza de otras mujeres y eso no debe ser asi,1,1
38,Coman Mierda pinches marimachas culeras,1,1
39,También hay mujeres que asesinan,1,1
40,Dice que no pero queria decir que si,1,1
41,Hay mujeres que Dios mìo   apartalas de mi camino!,1,1
42,Pero les tengo paciencia   recuerden son mujeres!,1,1
43,Tu éxito laboral depende de tu escote,1,1
44,Esta mujer pasa pendiente de mi todo el día. Son las 6 de la tarde y sigue. Después salís llorando y haciéndote la “vistima”. Desde la mañana amaneces pensando en mi y te acostas igual.,1,1
45,Esos es verga don Walter tirele fuego a esas impresentables son una vergüenza pero ya poquito les queda poquito y sacamos toda esa putrefaccion,1,1
46,También la agrónoma de Ciudad Arce   gran pasmada es. Antes fue roja.,1,1
47,Ósea que matar niños y niñas en un aborto está bien para ud. Eso es normal. Guau.,1,1
48,Nada mas violento que las opiniones de una periodista frustrada   que paso dormida durante los robos de los ARENASIS Y FRENTUDOS,1,1
49,Póngase una repelladita q ya le calaron los años,1,1
50,Me acuerdo cuado estabas en arena Eras una de las mad arrastradas y lambisconas Y seguis siendo arrastrada y lambiscona solo que a sueldo Al mejor postor,1,1
51,“hagan el oficio”,1,1
52,"""deberías de quedarte en la casa cuidando los niños""..",1,1
53,"""la cocina es par las mujeres""..",1,1
54,Si las malas palabras y boca de cloaca que tienen esas tartuzas es legitima defensa de las mujeres para otras mujeres.,1,1
55,Salvadoreño que se respete no se deja mandar de su mujer,1,1
56,Sino has tenido una negra en tu cama fracaseste con tu pito,1,1
57,Deja que ella te sirva la comida para eso es mujer,1,1
58,La mujer es el motor de la escoba,1,1
59,Las mujeres son las responsables de la pesistencia del machismo pues son ellas las crían los machos,1,1
60,"¿Qué tiene la mujer una vez al mes y les dura tres o cuatro días? El sueldo de su marido""",1,1
61,A la mujer pueden tener aguantando hambre y dándole duro pero media vez le haga bien todo ahí va estar con uno de hombre.,1,1
62,Yo soy hombre la que pierde es ella por ser mujer.,1,1
63,A huevo tiene que aguantar no para eso es mujer.,1,1
64,Los hombres no lloran   porque no son mujeres.,1,1
65,La mujer para estar buena   tiene que tener buenas piernas y ser bastante tetona.,1,1
66,Qué lindo trasero mujer.,1,1
67,Yo sé que mis ex mujeres extrañan como yo las tocaba   porque les conozco todo el cuerpo,1,1
68,No te hagas del rogar sé que te mojarías si te toco   porque se te nota lo caliente y fogoza que sos,1,1
69,Tengo ganas de comerte,1,1
70,Las mujeres nacieron para atender a los hombres.,1,1
71,Como olvidar que yo fue el primer hombre   el que te rompió el himen,1,1
72,Está bien buena la condenada   pero la pobre no tiene cerebro.,1,1
73,Esta mujer es de las que uno les toca abajo y rápido se mojan y en las redes tienen la cara de santas y son mas putillas que las gallinas.,1,1
74,Mujer que le gusta tomar y fumar es prestadora de culo.,1,1
75,Esta más kilometrada que una carretera.,1,1
76,Las mujeres bravuconas   solo necesitan un marido que le dé   con todo y que le baje el mal humor y la calentura.,1,1
77,Esa foto esta para follar en nombre de ella.,1,1
78,Macho que se respeta sabe dominar a una mujer.,1,1
79,A la mujer ni todo el amor   ni todo el dinero.,1,1
80,Entre más orgullosa la condenada más cogida ha de estar.,1,1
81,Son pendejos los que votaron por mujeres en las elecciones pasadas    se arrepentirán   porque a las mujeres no se les puede dar poder   se enloquecen y quieren valer más que uno las ilusas.,1,1
82,Si se pone mini faldas es porque quiere que la vean y la cojan.,1,1
83,La Leiv    es una ley que no sirve   como es eso que no se le puede aplicar a una mujer    si son las más agresoras y cabronas,1,1
84,Tontos porque les dan poder a las mujeres,1,1
85,Saludemos a las diputadas que se la pelan a @user,1,1
86,A las mujeres hay que enseñarles respeto en la cama hay que educarlas.,1,1
87,Solo con verla como se viste se le ve en la cara lo golosa para el sexo.,1,1
88,Me la como entera y nadie se entera solo un par de amigas.,1,1
89,Macho alfa tiene muchas mujeres.,1,1
90,La mujer es desahugé,1,1
91,La tienes para limpiar y tus hijos parir.,1,1
92,soy su macho que te engrandece y te da valor.,1,1
93,Estas no son horas de llamar solo que me la quieras mamar,1,1
94,Me vas a ver con otra y te vas a morder el trasero.,1,1
95,esta noche quiero que seas mi rehén   te crucificare haciéndote mujer.,1,1
96,necesito una rubia que tenga grandes las tetas y quiera que se la meta.,1,1
97,Me pongo caliente cuando la veo.,1,1
98,Conozco tu pose favorita   se que te gusta que te hablen sucio   porque eso te excita y te hace venirte.,1,1
99,Yo a ti te martillo y te doy lo que pides,1,1
100,Mujer bonita no tiene nada en el cerebro   vale solo por lo que puede dar,1,1
101,Ni bañándome se me quita todo lo sucio que quiero hacerte,1,1
102,Las mujeres tienen una mina de oro entre las piernas,1,1
103,El cuerpo de la mujer siempre pide un revolcón,1,1
104,Dame una sola razón para no violarte,1,1
105,Quiero meterle mano a semejante maquina,1,1
106,Quiero ser tu profesor de tercero para pasarte al cuarto,1,1
107,Quiero extraer todo el néctar que hay en tu flor,1,1
108,Mamita jueguemos al 42 tu te pones en cuatro y yo en dos,1,1
109,Si estas buscando el tocador de damas soy yo,1,1
110,Las mujeres tienen el poder de poner tieso lo que no tiene hueso,1,1
111,Que bonita maseta para sembrar mi chile,1,1
112,Quisiera se mariachi para tocarte la cucaracha,1,1
113,Quiero hacer nido en tu agujerito,1,1
114,Mi vecina es muy caliente y provocativa,1,1
115,Estas bien deliciosa para comerte bebe,1,1
116,Estas como para llevarte a trapear la casa,1,1
117,Corazón de melon te espero en la cama sin pantalón,1,1
118,en el corral de mi corazón tu eres la mula que mas patea,1,1
119,No le cierres las piernas a quien te abrió su corazón,1,1
120,Soy zapatero y quiero clavarte la puntilla,1,1
121,Soy busero   súbete en la parada,1,1
122,Quiero destaparte el agujero,1,1
123,Estas alterando la paz de mis pantalones,1,1
124,Bonitas piernas   ¿a qué horas se abren?,1,1
125,A las viejas bravas marido les hace falta,1,1
126,Quiero chuparte todo de pies a cabeza,1,1
127,Las mujeres con regalos que uno mismo se compra    porque todas son interesadas.,1,1
128,Entre más vieja más sabrosa la condenada,1,1
129,La cara no le ayuda es de poner almohada   pero el cuerpo la levanta,1,1
130,La pondré a mamar con la boca que tiene y esos labios mamadores,1,1
131,Esa carita esta para dejarme ir en tu cara.,1,1
132,Entre esas piernas tu tiene poderes   por eso sigo aquí aunque pelees,1,1
133,Todas las mujeres creativas que se las ingenian para cumplir con mil tareas a la vez.,1,1
134,El spot lo presentan puras mujeres pero los hombres se deben disculpar...si aja.,1,1
135,Espero no sonar misógeno o machista porque no lo soy; pero es verdad lo que digo.,1,1
136,La que esta desquisiada eres tu con esta clase de mensaje   el fracaso te esta afectando demasiado. Respira 10 veces y no leas   ni escuches nada que te pueda seguir afectando el razonamiento,1,1
137,2  183 que perdieron el tiempo viendo y escuchando la misma verborrea de siempre de esta mujer,1,1
138,A la mayoria de salvadoreños no NOS importa que uds. Opinen.,1,1
139,Mira como ibas vestida   te hubieras puesto un pantalón.,1,1
140,vistanse normales porque en el colegio no hay muchachos para quien vestirse.,1,1
141,No pues si eso es revolución solo viejas cochinas veo como líderes!! Una buena enjabonada de hocicos necesitan!!!,1,1
142,Anda trabajar gorda q mueren más hombres q mujeres,1,1
143,Jajajaja   El Salvador   jajajaja feminista   jajajaja No se como lograste tener Internet en El Salvador   pero ya deja de escribir pendejadas y regresa a la cocina,1,1
144,¿Y quiénes de Uds van a proteger y pronunciarse por las mujeres y niñas violadas en los baños públicos de mujeres   cuando entren hombres bisexuales   u hombres trans   o embusteros que se hagan pasar por mujeres para violar a cualquier 'vigiada' fémina real?,1,1
145,Ya se pasan de mentirosos   farsantes   embusteros y chambrosos   no les da vergüenza mentir   ya solo falta que digan que murió por un parto no deseado   todos hablan puro pupú.,1,1
146,Decerebras que solo siguen un guión ..,1,1
147,Son seguidoras de la Dipurata @user... imaginense que escuela tienen ???,1,1
148,Cuando hablan de feminicidios no toman en cuenta que hay mujeres pandilleras   i muy in bolucradas en delitos obvio tarde o temprano se toparan con pandilla contraria i ya saben.,1,1
149,Los hombres vamos tranquilos por la vida   pero llega una mujer y nos vuelve locos   provocando que hagamos cosas malas,1,1
150,Esa chica solo cuando estamos sin ropa me habla,1,1
151,Contigo todo me crece   el pito   las mañas   las ganas y mis instintos,1,1
152,No nos provoquen porque después no somos culpables de lo que pase,1,1
153,Demonia     me obligas a hacer cosas malas,1,1
154,Las muchachas de hoy en día son muy coquetas    se escapan con los novios para que les chupen las tetas,1,1
155,Las desvisto y luego me escriben pero yo las dejo en visto,1,1
156,A las mujeres los machos les enseñamos quien manda,1,1
157,Pobre diabla naciste para que te pongan los cachos,1,1
158,Que negro tiene los encajes esta maitra. Algún aclarante natural para el sobaco,1,1
159,Por esa clase de pleitos mejor no voto por nadie. No le veo sentido   como si fueron viejas del mercado. Unos ofendido a otros   unos ultrajando a otros.,1,1
160,Lastima que siguen hablando que están acusadas de abortar cuando en realidad es por Homicidios que son encarcelaras a 30 años   las penas por aborto no llegan a esa cantidad de años.,1,1
161,No es por aborto   por aborto son 8 años máximo   es por matar niños.,1,1
162,Lenguaje inclusivo PECADO.,1,1
163,Si en whatsapp no les responde y en linea está   con otro hablando debe estar.,1,1
164,"Casual aki pensando en poner un anuncio OLX.""Mujer soltera  sumisa  amorosa   busca al homre d su vida   favor presentar cta Bancaria"" jajaja",1,1
165,El carisma de @user es tan falso como sus extensiones de cabello.,1,1
166,Matala   no seas estúpido.,1,1
167,Si tu novia usa crocs con calcetines déjala ir   si regresa Mátala! Y niega que anduviste con ella.,1,1
168,Es que creo que fue violada jajaja,1,1
169,Marimacha toda aquella desafortunada mujer de tal apariencia que nunca sería violada,1,1
170,A cogernos a las gatas putassssss pide pija esta semana!!!!!,1,1
171,"(•)(•) viene el Clásico Nacional.

Yo

Las perritas 
Las putitas 
Las culo fácil",1,1
172,Si matas una cucaracha eres un héroe   si matas una hermosa mariposa eres malo. La moral tiene criterios estéticos.,1,1
173,Simplemente vulgares estas viejas,1,1
174,ESQUE son marimachas,1,1
175,La mujer es como los zapatos   con un poco de alcohol aflojan,1,1
176,las mujeres son como las canciones; entre mas viejas mas buenas,1,1
177,el celibato existe para que los sacerdotes no conozcan el infierno terrenal,1,1
178,las mujeres son buenas para cuidar niños,1,1
179,quiero que menees la cola y te acuestes   ¡¡tu no perro!!   asté mi reina,1,1
180,La mujer da al marido dos días de felicidad: el de la boda y el de su entierro,1,1
181,Mas respeto propio   mujeres,1,1
182,Lo peor que puede hacer una mujer estando sola es irse a un bar lleno de hombres,1,1
183,Es la mejor forma de buscar ser violada   sinceramente. Si quieres ser violada   ándate a un bar sola. Y más usando una minifalda.,1,1
184,El ni siquiera dijo nada malo   lo que acaba de declarar es solo lo obvio. El que parece tener una cara del típico hombre que se atreve a acosar mujeres y ver sus traseros si ellas tienen una minifalda (o lo que sea) eres tu. Tan solo no violes a tu hija.,1,1
185,Tú   la misma de ayer    La incondicional   La que no espera nada    Tú   la misma de ayer,1,1
186,"Había una gorda en el bus que eseñaba todo y luego que no me extraña lo de la manada es que van provocando  oye.
 
 Yo en mis tiempos jóvenes no salía nunca sola   es que lo vas pidiendo",1,1
187,"Oferta laboral
 Requisitos:
 Mujer
 cariñosa
 de 15 a 29 años y honrada",1,1
188,La oferta -todo lo que puedas coger- es un puticlub,1,1
189,Un concurso de mini miss,1,1
190,Huevona de plano no tiene marido esta suelra   una mujer de casa haciendo el almuerzo estuviera.,1,1
191,porque de tod@s es sabido que limpiar es solo cosa de mujeres,1,1
192,en que andaría metida la muchacha esa,1,1
193,Las mujeres no tienen más hijos porque no pueden conciliar,1,1
194,agarrenla bien cabrones  arrimensela bien   tratenla como se merece   les esta dando chance   aprovechen y diganle tomala que es tuya,1,1
195,quisiera tener esas piernas en mi hombro mi amor,1,1
196,Esa señora solo llorar le falto,1,1
197,Para empezar... ¿quién es esa zorra?,1,1
198,aunque no me lo crean yeik tambien me chacalio a miiiiii,1,1
199,La @user siempre de pisona,1,1
200,"Cuando la toco ella de na' se viene
 Estoy pa' darte lo que tú me ordene'
 Solo me busca' cuando te conviene   ey",1,1
201,Y porque no hacen noticias de todas las cheras que hacen el mismo video en tiktok? Es humor   no Halen visitas hablando mal de otros,1,1
202,Mi mensaje es para las señoritas que tengan cuidado con el contenido que mandan   es responsabilidad de los padres educar a los varoncitos y las señoritas,1,1
203,Mejor no mandar fotos chicas   a nadie,1,1
204,Ya aburren algunas mujeres con esa queja del acoso   y ni las vuelven a ver... No sé crean tanto!!,1,1
205,Cuidado @user al rato te dieron agua de calzon de la Pao,1,1
206,Hay que tener cuidado esta vieja puede deslechar a cualquiera,1,1
207,NOTE PREOCUPES ESTA NIÑA DE AGUA LOCA YA TIENE SU TUMBA LISTA.....❗❗,1,1
208,Ella llega donde hay viejos millonarios ... como dices tú gracias a Dios ke no llego ala asamblea .         decía mi abuelo . Dios sabe las culebras ke amarra ..,1,1
209,ESA colocha sabe para que le han dado ESA babosada .. pre pago o pos Pago ??Esa es una pré-pago   le gusta viejos con Dinero,1,1
210,Esta deveria buscar trabajo en baby lips por que como dijo Silva tiene buen cuerpo pero la caratura no muy bien y le gusta pelarse,1,1
211,no termino de ver el video pero ya que hablas de esta mujer toxica que hay del youtuber @user porque no son solidarios con alguien de su gremio deberian de hablar de el para pedir un juicio justo si el cometio una falta que pague pero en lo justo,1,1
212,Trató de domesticarte   pero sos un animal   nena está en tu naturaleza,1,1
213,Me adelanté como un puma entre las sombras   pegaré tu cuerpo entero con mis besos,1,1
214,No te asombres si una noche entro a tu cuarto y nuevamente te hago mía. Bien conoces mis errores   el egoísmo de ser dueño de tu vida. No te hagas la loca eso muy bien ya lo sabías,1,1
215,tu experiencia primera   el despertar de tu carne   tu inocencia salvaje   me lo he bebido yo,1,1
216,Solía amarla   pero tuve que matarla   tuve que enterrarla seis pies bajo tierra y aún puedo oír cómo se queja,1,1
217,No hay quién entienda a las mujeres   llevo años intentándolo: tendrían que ser como la tele   que trae manual de explicación   prenderlas a control remoto   hallándolas tocando un botón y si te fallan o hacen rayas mandarlas a devolución,1,1
218,Sos tan espectacular que no podés ser mía nada más / Tenés que ser de todos,1,1
219,No tengo la vocación de un suicida asesino / Pero si es preciso afilo el cuchillo y me aplico / Si mato una mosca es muy posible que la entierre,1,1
220,Tráeme la escopeta porque le voy a disparar / Al amor de mi vida que me acaba de traicionar / Se arrancó con un hombre que ahora es un nuevo galán / Me dejó como un perro y ahora tendrá que pagar,1,1
221,Y estás bajo mi control / Sólo yo puedo tocarte / Y puedo ahogarte / En el vértigo del sadismo,1,1
222,A mi lado nadie te tocará / Nadie se acordará de ti / Cuando no te acuerdes de nada / Serás mía,1,1
223,cuando no haya aire para respirar / Te estaré asfixiando / Encadenada con mi foto / Condenada a pensar en mi / El pasado desaparece / Y eres mía,1,1
224,Corre por tu vida   pequeña niña   si te atrapo con otro hombre será el fin,1,1
225,Prefiero verte muerta que con otro hombre,1,1
226,Tengo que decirte algo que te puede doler: si te veo hablando con ese chico otra vez   te voy a castigar y te voy a dejar,1,1
227,Yo quiero una mujer como la tele / Que hable solo cuando uno quiere / Dejarla en el rincón que tú prefieres,1,1
228,cada vez que respires / Cada movimiento que hagas / Cada atadura que rompas / Cada paso que des / Estaré observándote,1,1
229,Oh ¿No puedes ver que me perteneces?,1,1
230,Eres la perra más sexy del lugar,1,1
231,Tiene solamente 16   pero se siente como si tuviera 26,1,1
232,Flujo de protones   acostumbrada a enamorar de mayores / Casados   solterones / con la voluntad de satisfacer la mujer que grita en ti,1,1
233,Eres ciudadana de segunda clase   sin privilegios y sin honor / Porque yo doy la plata estás forzada a rendirme honores y seguir mi humor / Búscate un trabajo   estudia algo   la mitad del sueldo y doble labor / Si te quejas   ahí está la puerta. No estás autorizada para dar opinión,1,1
234,Sólo quédate ahí y mírame arder / está bien porque me gusta cómo duele. Sólo quédate ahí y mírame llorar y está bien porque me gusta cómo mientes,1,1
235,"Yo tengo sus noches y su pasión  
 sus fantasías y su obsesión   aunque te duela   soy
 la que en tu cama probó su amor   tú eres rutina
 por eso yo   prefiero ser su amante   su amante",1,1
236,"Soy un desastre cuando tú te vas de casa  
 en el armario ya no encuentro las corbatas  
 soy un desastre y no entiendo lo que pasa  
 ya estoy cansado de comidas enlatadas.",1,1
237,"Soy un desastre y sin ti yo estoy perdido  
 tus vacaciones estropean mis sentidos  
 soy un desastre y me siento confundido  
 quiero decirte que ya basta de caprichos",1,1
238,… y entre tanto ramerio ya te apodamos la ramera,1,1
239,Sabemos que your pussy es mas grande que meterse en un jacuzzi,1,1
240,… y me pregunto dónde estás a qué güey se la mamarás a quién le sacaras la leche,1,1
241,Pues a esa mujer selacogían en la cama que estaba escondida en la asamblea   no merece ser diputada,1,1
242,@ user por ese gran apoyo que tenías te sacamos de la asamblea y por tus acciones de obstrucción al pueblo salvadoreño y por seguir los sabios consejos del tóxico de @user.Descansa en paz cristinita por qué primero. Dios de está ya no te levantaras,1,1
243,La mandaron abolar por toxica   vieja y torpe,1,1
244,Jajajaja brava la Porky   mensajes de cariño ajá   HOY TUS ENCANTOS SE TERMINARON .... QUIERO VER QUIEN TE DARA TRABAJO,1,1
245,Tengo una chiquitita nalgona con el pelo corto   me dice papi vente adentro si me preña,1,1
246,Si sigues con esa actitud voy a violarte,1,1
247,En mi cama yo la meto por el centro   yo la agarro y la someto por el suyo,1,1
248,"to'a las putas quieren kush... las putas se montan fácil como en GTA"" 
 ""borré toas' las putas de mis contactos. Bay   tú eres una diabla y mi bicho contigo hizo un pacto",1,1
249,KAJSJS EN LO QUE SE METE WENO HARÉ FILA PARA METERLE KIMCHI EN EL AN0,1,1
250,Hey Joe   ¿a dónde vas con esa arma en tu mano?   voy a dispararle a mi mujer. Tú sabes que la descubrí saliendo con otro hombre,1,1
251,«Dale ven ven mátame / Me dice dale baby maltrátame,1,1
252,Cuando la azoto suena pam   pam   pam   pam   pam / Y las pistolas suenan pam   pam   pam   pam   pam   pam,1,1
253,Ahora todo cambió   le toca a ella / Mari y una botella / Gracias al maltrato se puso bella / Ahora tú la quieres y no te quiere ella,1,1
254,"Ahora nadie aprieta
Y me puse las Balenciaga
Mami   no te haga'   vente pa' acá   tú eres brava
Me gusta por que eres malvada
No está operada y así mata las mirada",1,1
255,Ella janguea con los poderosos / Le gustan las movies de los mafiosos / No se va fácil   un culito prestigioso / (...) Las envidiosas les tienen odio / Hoy hay entierro   aunque no hay velorio / Hay funeral en mi dormitorio,1,1
256,"Eres un hombre sin verguenza
 Y me la tienes que pagar
 Ay Joselito no llores
 Por esa morena hermosa
 Ay   Joselito   recuerda el dinero que te di. En pago de ese dinero   quiero a tu morena pa' mí",1,1
257,Si quieres un hombre de Dios   sé tú también una mujer de Dios. Porque al fin y al cabo   los hombres virtuosos buscan mujeres virtuosas y viceversa,1,1
258,Dile a tu mujer que la amas   que está muy bonita   que hoy le vas hacer un regalo   que el vestido y los aretes le quedan preciosos   que tiene unos ojos lindos.... Después si quieres vas donde el cura y te confiesas.,1,1
259,Matar a la mujer por celos Asta cierto punto el celo es normal por que si yo veo mi pareja con otra y no ciento celos no seria normal osea lis extremos son lo malo y eso debe de tratarse en celo es muerte silenciosa vean pues esto que paso los hombres tienen que tocarse los huevo,1,1
260,Una buena mujer dice en publico: mi única vida social es mi novio,1,1
261,Que debil estamos hoy los hombres. Cualquier cosa hace que nos disparemos hacer tonterias. Fuimos diseñados para aguantar,1,1
262,"Si es pandillera delen con todo, hasta debajo de la lengua. Nadie está por encima de la ley.",1,1
263,"Fuertes la imagines....denle con todo...no se ve en el video lo que hizo la ""pandillera"" solo se ve a la niña llorar y llorar....no no es abuso de poder…",1,1
264,Pobrecita la Angelita. Por buen récord la deben estar tratando así. Tal ves así les da miedo y buscan algo bueno que hacer con su vida,1,1
265,"Algún día las mujeres tendrán más autoestima y confianza en si mismas. Ellas tomarán la iniciativa sin complejos ni estigmas sociales. 
Los hombres seremos sus esclavos y hombrezuelos de alquiler.",1,0
266,Dejen de mentir   si es un caso aislado. Muchos vivimos en paz con nuestras mujeres   no andamos buscando a quien matar   si no trabajando y estudiando para realizar nuestros sueños y salir del medio. No se pongan tóxicas   nos duele la muerte de todos pero eso es fanatismo feminazi.,1,0
267,Aquí en El Salvador jamás permitiremos los disparates de la ideología de género   del feminismo y el movimiento LGBTIQ,1,0
268,Solo pendejadas hacen viejas revoltosas   vayan a ver que putas hacen en su casa mejor   vayan a lavar los calzones sucios.,1,0
269,Hablo por mi madre   hermana   sobrinas y tías; las revoltosas de la marcha del domingo no representan ni al 0% de las mujeres salvadoreñas   lo que hicieron fueron prácticas de vandalismo   encabezada por la Bertoxica quien aún adolece y sufre por su pérdida.,1,0
270,Más parece chambre de viejas revoltosas   sin fundamento   tergiversado.,1,0
271,Feminazi a la vista Jajajaja de seguro eres una cualquiera de @user,1,0
272,Ellas son las verdaderas feministas   ellas representan a las mujeres. No esas en tetas   axilas peludas   que rompen y mean en la vía pública!,1,0
273,Y el hombre que trabaja para ganar dinero y mantener a la esposa jaja feministas estúpidas,1,0
274,Feministas... Son tan estupidas que tratar de debatir con ellas es imposible   Asi que solo las insultare   PINCHES PUTAS ABORTERAS   BEBE SEMEN   AXILAS DE OSO   CERDAS   INÚTILES   SOLTERONAS   ESCORIAS   IDIOTAS DE PROFESIÓN Y ZORRAS POR AMOR AL ARTE... CHUPEN UN PITO VENOSO Y BLANCO!!,1,0
275,Cero dudas   las feministas son estúpidas   y cuando creo que no pueden superar lo anterior   elevan su estupidez a un nuevo nivel.,1,0
276,Orcas y feminazis felices dándoles más atribución a violadores y pederastas. En vez de exigir la castración química o vasectomia. Mujeres estúpidas. Leyes ignorantes. En vez de abaratar costos para las mujeres y hombres infertiles que si buscan ser padres.,1,0
277,Las diputadas y las feministas me las paso por la corbata,1,0
278,Con todo este relajo de las féminazis ya no sabe uno si esto es bueno o malo   unos dirán que no es un caballero por dejarla a ella hacerlo   otros dirán que ella está demostrando que no necesitan un hombre para eso   total creo que depende de quien lo vea así será la opinión.,1,0
279,Jajajajajaja las feministas de este grupo son un chiste... ya nadie les hace caso... vayan a estudiar o a trabajar   atiendan a sus novias   dejen de ejercer violencia sobre sus novias mejor,1,0
280,Que pena me da el movimiento #feminista en El Salvador,1,0
281,Ella solita se delata en su perfil! Mancha paredes   feminazi   abortera y bruja! ¿Y esta es la oposición?,1,0
282,Haraganas revoltosas abortistas q no tienen nada q hacer,1,0
283,¿Y las feministas pidiendo igualdad?,1,0
284,"“ni machismo ni feminismo. No me gustan los extremos"".",1,0
285,A mí ese feminismo de odiar al hombre no me representa,1,0
286,Apoyo a las feministas pero no a las feminazis,1,0
287,Esta lucha del feminismo no va conmigo,1,0
288,Si fueras feminista de verdad te quejarías de la ablación o de la esclavitud infantil y no de tonterías,1,0
289,El feminismo es una moda,1,0
290,Se llenan mas los Mister Donuts que sus marchas   Marches   Marchxs   Marchts... En Fin Patriarcado,1,0
291,Quiero hacer una denuncia internacional   no le crean a estas viejas mentirosas    que solo cuando les conviene dicen que defienden a la mujer   estan resentidas y no son feministas   son aprovechadas.,1,0
292,Habia un grupo de féminas que les hiba mejor subiendo fotos de sus festivales gastronomicos   de sus desfiles de culo   de sus cuernos... pero hoy segun ell@s son unas expertas pensantes analistas politicas 😅 cacareando ecos de fuentes chayoteras   🖕definitivamente IRRELEVANTES.,1,0
293,No Confundamos las Verdaderas Féminas Guerreras con las Vandalas Feministas financiadas por intereses Oscuros,1,0
294,Féminas contra féminas que absurda nuestra sociedad,1,0
