id,text,is,category1
103,¿La mataron por futbolista o por odio de género? O lo más común: ¿celos   cobrar seguro   drogas   pandillas   herencia? Ahí tienen 6 líneas de investigación básicas.,1,1
104,"Dos razones por las cuales las mujeres sientes celos: 1. Por todo.
2. Por nada.",1,1
105,Si estas conmigo jamás te voy a romper el corazón   el teléfono sí   por los celos   pero el corazón jamás.,1,1
106,Me salve por un pelito   tenia que ser mujer,1,1
107,Una mujer manejando   mi papá: con razón  una mujer   inútil tenía que ser,1,1
108,Aja tenía que ser una mujer quien emitiera un comentario como tal,1,1
109,Este Cerote ya anda con la regla,1,1
110,Ella andaba con la regla   ¿sí? ¿Todos estamos de acuerdo con eso verdad?,1,1
111,Son matados de la risa   acaban de estar puteando a esos jugadores   hoy los tienen de héroes   si pierden en la siguiente fecha   vuelven a putearlos; parece que los @user andan con la regla permanentemente,1,1
112,Busquen quienes son los chef’s a nivel mundial… Oh! Sorpresa   la gran mayoría son hombres. El patriarcado lo hizo de nuevo… ,1,1
113,Mi ignorancia: no había visto   no sabía como lo importante y trascendencia del gran #Gatsby 😱😅y viene una frase de la película: “lo mejor que una niña puede ser en este mundo   es ser una hermosa y pequeña niña tonta.” 😱😅😍😍el macho en mi like esto 😉😅😂😂1,1,1
114,Yo soy un macho de verdad   cuando mi vieja me dice «No vas»   no voy y ya   punto. No ando rogándole como mariquita.,1,1
115,Esos momentos de la vida en que todas (solo mujeres) están decorando para una boda. Y tu como macho alfa   pelo en pecho semental italiano   barba de leñador no tienes ni pura idea de que hacer...,1,1
116,Y vos sos SALVADOREÑO...! Dan más asco los que DESTRUYEN templos   asesinan inocentes   hacen actos inmorales en la vía pública   promueven como legal matrimonios degenerados   todo por la mal llamada igualdad de género. Por qué no te CALLAS...!,1,1
117,De las mujeres mejor ni digo nada   porque luego aparece la liga de la decencia en manada a querer defenderlas ,1,1
118,Ella te dijo que su nombre era Susana y a mi me dijo que su nombre era Mariana. Así o mas Peperecha,1,1
119,"Estamos locos de atar
Somos trovadores que en tu ciudad
Damos pinceladas de color a tu gris realidad
Somos (mitad caballeros)
(Mitad bohemios y embusteros)
(No somos lo que un padre quiere para su hijita bebé)",1,1
120,Para las damas una botellita de las que le doy a mi bella esposa y para los caballeros algo más fuertesito un tequilita o vodka o cervecitas que dice,1,1
121,... esta mujer tan elegante   llena de diamantes y Cartier   esta hablando de los pobres en este momento...,1,1
122,Así quiero una esposa complaciente y trabajadora que me dé el mañanero,1,1
123,Quien es el policía? Las tres amantes? Y la tonta de la esposa que le soporta eso? Aquí preguntándome porque no cuentan bien el chisme ,1,1
124,"Todos los hombres queremos una mujer:
1. Trabajadora
2. Comprensiva
3. Que nos haga reir
4. Que nos ame
5. Que nos haga rico el amor
6. Y LO MAS IMPORTANTE ESAS MUJERES NO SE DEBEN CONOCER ENTRE ELLAS!!!",1,1
125,"Hagan el amor   no el chambre. Total y que se le junte el ganado al rejero y que las monte a todas.
",1,1
126,Por la gran fruta   que marditooooo ese policilla jajaja. Es un crack   que nos de la clave de ser tan exitoso 😅🤣🤣🤣   con esposa y con 3 amantes !!! Haciendo las cuentas no sale jajaja. O era casaquero el maitro o cogia de gratis sin compromiso jajajaja. Esta bueno el chicle !!!,1,1
127,"Soy absolutamente heterosexual y machista!!!!!!!
Mi orgullo fue siempre defender a mis mujeres! Esposa   hija   amigas   todas!!!!!
Lograr que me amen fue siempre mi orgullo!!!!
Los depravados no tienen género!!!!
Hacete hombre de verdad y deja de decir PELOTUDECES!!!!",1,1
128,Cocinar es única y exclusivamente actividad que corresponde a las mujeres. Los hombres no tenemos por qué estar metidos en la cocina. ,1,1
129,Ah bueno   sonare sexista pero hay mujeres que ni deberían opinar en temas de fútbol porque al parecer desconocen bastante. ,1,1
130,"Aborto y homicidio son lo mismo. 
La justicia no es sexista... Animo ",1,1
131,Respondiendo a @user. Un artículo sexista marginativo y estigmatizante    ya q sólo incluye a la mujer dejando fuera al hombre   al niño   al adolecente y violenta el principio constitucional de igualdad de género    pobres diputados necesitan de la sala anterior.,1,1
132,La mejor forma de mostrar masculinidad es el tufo a sobaco   mientras más fuerte mas hombre ,1,1
133,Tu que manejas automáticos   feliz día de la mujer,1,1
134,La mayor bendición de una mujer es ser madre   y la mayor dicha de un hijo es contar con ella.,1,1
135,Hoy leía que falta empatia hacia las féminas de parte de los hombres en el transporte publico    yo creo que esta en la educación en casa. Estoy seguro que habemos muchos hombres que cedemos el asiento a un mujer con bebe en brazos o que es anciana por ejemplo.,1,1
136,Lamentablemente hay mujeres que  solo hormonas tienen y no cerebro   y celebran hacer esto. Me indigna.,1,1
137,No se Marce   yo realmente conozco niñas de esa edad que parecen estar dejándose llevar por sus hormonas rápidamente desarrolladas... hay que estar claros que en nuestros tiempos y con el internet ha dado la pauta a que cada vez se den más casos de este tipo... ,1,1
138,Es producto del sistema promiscuo en el que viven   los mismos padres visten a sus hijas así   les enseñan a bailar de una manera sexy   viven entre el alcohol y drogas   el sexo incluso se da entre hermanos   primos y padres   es un ciclo de generación a lo que se han expuesto.,1,1
139,Preciosa    abri las piernas cuando te le tomen video a la concha   yo la quiero ver abiertita...,1,1
140,¿Como? abren las piernas a el que quieran   por que son libres y hacen con su cuerpo lo que quieran (ni puta por coger) pero las embarazan y la hora de dar la cara a la responsabilidad creada de una irresponsabilidad   se creen en derecho de interrumpir la concepción de una vida...,1,1
141,"""el hombre siempre te va a decir: vos no podes   sos mujer""",1,1
142,"""que la belleza(bonita) y la inteligencia no van juntas """,1,1
143,"Igualdad de género 👌
Mientras tanto en bulevar constitución   ella trabajando para cambiar la llanta y él hasta buscando la sombra para no asolearse...😳
Así las nuevas generaciones   las mujeres cada vez más empoderadas y los hombres más princesos…",1,1
144,"Creo que la MUJERES en general son blancos perfectos para la delincuencia pues son un poquito más vulnerables.
 Mi única recomendación mujeres no anden exponiendo",1,1
145,Las mujeres tenemos mucho que aportar a la política,1,1
146,¿Quién entiende a las mujeres?,1,1
147,Perdón pero   creo que es una burla ver mujeres lideres del sector privado estar compartiendo puestos con tiktokeras en una lista de mujeres influyentes... digo... yo quiero que mi hija sea una CEO   no que baile en redes sociales,1,1
148,A todas las niñas del mundo   Dios ilumine su camino para ser las mujeres de bien que deseamos los padres.,1,1
149,lavadoras de dos patas,1,1
150,hoy por hoy todo se comparte   si hablamos de igualdad de derchos no es justo que un hombre que vive menos tenga que trabajar mas que una mujer   nadie te obliga a tener hijos es una eleccion personal de cada uno,1,1
151,prefiero lavar baños que ser influencer   tiktokera   candidata a diputada de esas que no pagan lo que deben y estafan a los emprendedores,1,1
152,las mujeres deben quedarse en casa cuidando los niños,1,1
153,Mujeres periodistas también han recibido mensajes en sus redes sociales en los que se le ha dicho: esperamos que un grupo de pandilleros te viole a ti y a tu mamá,1,1
154,"Vigilante a una mujer: ""Usted va a entrar ¿A que viene? Si cree que pueda comprar entre entonces a ver si puede",1,1
155,Las mujeres son los seres humanos más maravillosos de la creación   no son excusa para atacar a opositores políticos. Ellas tampoco deben faltar las leyes y tampoco ser violentas,1,1
156,Hey maitra se equivoco no queremos ficheras en la asamblea estamos por despedir a las quw se an colado   vaya preguntar si hay alguna esquina disponible en el salvador del mundo,1,1
157,Que verguiada te van a pegar vieja sínica,1,1
158,La mal querida,1,1
159,El problema de las mujeres   es que mucho critican a las mujeres.,1,1
160,Yo creo que las mujeres son más calientes que los hombres o no?,1,1
161,perdón mujeres   pero los hombres estamos heridos,1,1
162,Parece que no importan las verdaderas causas de la violencia y si criminalizar por sexo a la mitad de la población por la misma.,1,1
163,Lamentable...  y la persecución ideológica vs los que dan la batalla cultural a favor de la vida y la familia   apenas empieza,1,1
164,Es cosa de hombres,1,1
165,Tus tetas quizas siguen duritas   Pero eso tambien cambiará. Lo que tendrias qe ir viendo como vas a tratar es la falta de astusia para eso no hay maquillaje ni botox. Cria de 22 y con mañas de una momia.,1,1
166,Amargada   te falta buen sexo,1,1
167,La violencia que he recibido por autoridades del partido   ahuyenta a muchas mujeres a participar en política.,1,1
168,Entre mujeres hacer leña de árbol caído es feo y bajo.,1,1
169,Dios mío   qué mujer tan topada,1,1
170,Si esta no rebuzna es porqué Dios es grande   dan pena ajena cada vez que abren la boca,1,1
171,Hay no¡ Siempre he dicho que a ella le deberían prohibir el habla.,1,1
172,Existen mujeres   que lo que tienen de bonitas les sobra de vulgares y corrientes. Basta con oirlas hablar. Mejor fea pero educada.,1,1
173,¡La violencia contra mujeres y niñas en es una situación de emergencia nacional! ¡El Estado y la sociedad somos responsables y tenemos que responder ahora! #NiUnaMás,1,1
174,Porque las mujeres revisan el celular a verga?,1,1
175,Yo me pregunto- y si las famosas 17 hubiesen tenido la opción de dar en adopción al bebé en vez de quitarles la vida x sentirse atrapadas... estarían vivos esos bebés   Y ellas libres?,1,1
176,Si sabe cocinar ya se puede casar,1,1
177,Hijo   casece con una mujer que sepa lavar   cocinar y limpiar   no con una muñeca de sala,1,1
178,Mujer de pandillero   y su familia activa en clicas…,1,1
179,Por puta la mataron,1,1
180,Engañaba al marido   por eso la mató,1,1
181,Si un hombre toma a una mujer y se llega a ella   y después la aborrece   y la acusa de actos vergonzosos y la difama públicamente   diciendo: “Tomé a esta mujer   pero al llegarme a ella no la encontré virgen”.,1,1
182,Si un hombre encuentra a una joven virgen que no está comprometida   y se apodera de ella y se acuesta con ella   y son descubiertos   entonces el hombre que se acostó con ella dará cincuenta siclos de plata al padre de la joven   y ella será su mujer porque la ha violado;,1,1
183,Los hombres tienen hombros anchos y caderas estrechas. Están dotados de inteligencia. Las mujeres tienen hombros estrechos y caderas anchas   para tener hijos y quedarse en casa.,1,1
184,Pero toda mujer que tiene la cabeza descubierta mientras ora o profetiza   deshonra su cabeza; porque se hace una con la que está rapada. Porque si la mujer no se cubre la cabeza   que también se corte el cabello; pero si es deshonroso para la mujer cortarse el cabello   o raparse   que se cubra.,1,1
185,No justifico la acción de este hombre pero insisto   si marchan(mujeres)   protestan   joden o como quieran llamarle   no obstruyan la libre circulación. Si tienen tiempo para eso   la mayoría no lo tenemos   necesitamos circular libremente.,1,1
186,Pues el hombre no debe cubrirse la cabeza   ya que él es la imagen y gloria de Dios; pero la mujer es la gloria del hombre. Porque el hombre no procede de la mujer   sino la mujer del hombre.,1,1
187,"¿Quièn le dirá a Dios: Soy limipo y no hay maldad en mí?
¡NO HAY DEFENSA VÁLIDA delante del Dios Santo!!...Sólo podemos declararnos CULPABLES y esperar en Su misericordia.

""¿Cómo pués se justificará el hombre para con Dios?
¿Y cómo será limpio el que nace de mujer?""
Job 25:4",1,1
188,¿Qué pasa   tienes la regla?,1,1
189,Definitivamente estoy en contra del aborto- pero debemos darles opciones a estas muchachitas para que crien o den en adopción a su bb- y no tener de opción abortar- o matar al bb nacido. Ambos asesinatos. Las leyes deben mejorar en este sentido.,1,1
190,Yo soy feminista porque ayudo en casa,1,1
191,Es necesario que las leyes garanticen la vida del Salvadoreño desde su concepción! Hay que seguir luchando por ello!!!,1,1
192,Los videojuegos son de niños,1,1
193,"""No te pongas esta falda""  ",1,1
194,Una mujer que tiene un plan de vida y le inculcaron valores en su casa   se va enamorar por la calidad de persona que es no por lo material que puede tener.,1,1
195,corres como niña   tiras como niña,1,1
196,La mecanica es de hombres   las mujeres en la cocina,1,1
197,Ella también tiene que respetarse   se viste así y luego se quejan cuando les pasa algo,1,1
198,Todas las mujeres nacieron para ser mamá,1,1
199,“Yo no soy machista porqué no golpeo a ninguna mujer”,1,1
200,En estos dorados tiempos a la mujer se le conquista ofreciendole billete y ya,1,1
201,Por chismosa le montaron verga,1,1
202,El mecanismo de defensa de una mujer es el pasado,1,1
203,Si una mujer te dice que sos el amor de su vida y blablablablabla ... pero cuando se enojan te bloquea   pero curiosamente no tiene bloqueado a ninguno de sus ex’s ustedes que creen?,1,1
204,"Ahora que una “individua” de los suyos   suyas o suyes (acepciones aberrantes) …difama a una mujer diputada… ¿Qué harán reverendos falsos?
 
 Son mierd4…",1,1
205,A estas viejas chusmas   tóxicas y prepotentes  les gusta ofender   insultar y cuando se les contesta   corren a poner demandas y a llamar a los derechos humanos para q las defiendan. Dan asco estas “divas” Me dán vergüenza  como mujer no me representan,1,1
206,Sólo el aspecto de la mujer revela que no está destinada ni a los grandes trabajos de la inteligencia ni a los grandes trabajos materiales,1,1
207,"Si Hillary no puede satisfacer a su esposo   ¿cómo pretende satisfacer a Estados Unidos?""   Donald Trump",1,1
208,El primero que comparó a la mujer con una flor   fue un poeta; el segundo   un imbécil,1,1
209,"Ahora mismo las chicas se dividen entre las que saben perrear y las que no saben perrear""   Pablo Motos",1,1
210,“Nunca te patearé de nuevo”   dijo   acercándose y besando mi mejilla. “Solo haz exactamente lo que te digo que hagas y nunca más tendré que patearte,1,1
211,Hijo de mi hija mi nieto sera   hijo de mi hijo   no se si será,1,1
212,Dioguarde esta se ve en el espejo y se cae mal   y mas lo calumniadora que es MENTIROSA,1,1
213,Uta esta sra sino tiene tiempo ni de peinarse y va tener para ir a investigar!!!,1,1
214,Tienen más Elegancia las muchachas de que consiguen ahi en la Avenida independencia que esta dis que periodista!,1,1
215,Esta maitra tiene cara de chismosa,1,1
216,Pero la insugnificante y mediocre chayotera se creyó una Cherlock Holmes.,1,1
217,Chayotera METIDA porque se mete con nuestro PRESIDENTE si el de ellos Est peor.....MEXICO tiene un ARENA Y FMLN a nivel Dios de CORRUPCIÓN,1,1
218,Pinche vieja cara de macho,1,1
219,@user son pasmadas no sé porqué les duele tanto aceptarlo,1,1
220,Ni las 3 licuadas hacen una viva.,1,1
221,Esta @user cabeza de fosforo es dunda,1,1
222,Les pagan $10 y se las llevan a hacer el ridiculo que ganga,1,1
223,Que hipocritas las doñas   me imagino que todas estas son las queridas de los que se fueron jajaja,1,1
224,Estas bochincheras no merecen ningún respeto. Son inmundicia humana.,1,1
225,Gritando “come 💩” a otras mujeres???? Por favor! Estas viejas frustradas NO nos representan! Para NADA! Pena dan! 🤦‍♀️,1,1
226,Como las otras marchas no les funcionaron   ahora van a explotar a las mujeres. Dan asco,1,1
227,Pobre Maje Y Que Decís De Los Maltradores Y Verguiadores De Tu Partido Tus Colegas Periodistas Que Acosaron A Muchas Modelos No Hables A Tu Conveniencia,1,1
228,Estas picada niña se te nota en tu cuerpo.,1,1
229,Vos anda ve quien te pisa mejor vieja puta,1,1
230,No hay nada más violento para una mujer que ladrar de lejos y ser una comunicadora frustrada jeje.,1,1
231,Sos una hdp . Si queres respeto respeta pinch puta,1,1
232,Ya quisieras tu ser diputada maje jajajajajajaja chayotera mediocre,1,1
233,Pura vieja chambrosa. Pensé que solo en los barrios más bajos se daba pero que se puede esperar. Busca en que invertir tu tiempo,1,1
234,Antes la miraba más bonita   pero ahora ya me estoy espantando,1,1
235,CORRUPTA!!! SOS UNA INUTIL QUE ESTAFASTE AL PAIS COBRANDONOS POR NADA   CORRUPTA!,1,1
236,Para variar… cree q poniendo fotitos se le quita lo tarada! Why? Xq no tiene cerebro para debatir… con argumentos válidos e inteligentes!,1,1
237,La veo mas huesudita lic   que le ha pasado? O le falta el maquillaje? o.0,1,1
238,Juela que fea se mira,1,1
239,“váyanse a la cocina”  ,1,1
240,"""busquen marido""…",1,1
241,"""las mujeres no saben manejar""",1,1
242,Que ejemplares que son. No son mas que unas leperas mentes sucias.Como son de tu 3%   tu charco están bien para vos.,1,1
243,después no anden de lloronas que la ley no las protege   se aguantan que les dejen de lado la quijada... al estilo de Gabriela   la conocen verdad??,1,1
244,Las mujeres se acostumbran a que les peguen y defienden al que les pega.,1,1
245,Tremendo pedazo de carne que te comes amigo,1,1
246,Ahora todo es machismo no se puede hacer ningun chiste,1,1
247,Yo colaboro en la limpieza de mi casa   poque levanto los pies cuando pasan la escoba,1,1
248,Por qué las mujeres se casan de blanco? Porque así hacen juego con la cocina   la lavadora y el refrigerador,1,1
249,Las mujeres deben honrar el don la obediencia,1,1
250,Yo tengo una novia que tiene un espectacular y hermoso cucu    pero es mio,1,1
251,Machista yo   Dios que las hizo inferiores,1,1
252,Hay muchas mujeres que quisiera comerme,1,1
253,Esa mujer se ve bien correteada   no le da vergüenza haberse casado de blanco    con velo y corona,1,1
254,Esta presentadora es producto nacional,1,1
255,Presentadoras fresquitas de la televisión salvadoreña,1,1
256,Un macho que se respeta hace pagar una infidelidad,1,1
257,Las mujeres provocan al diablo y después se quejan de el,1,1
258,Tenía que ser mujer para que no se pueda ni parquear bien el carro.,1,1
259,Ni que fuera gran culo de mujer.,1,1
260,Después de Dios soy tu macho mujer.,1,1
261,Yo soy el macho que te hace mujer.,1,1
262,Nació niña artículo para caballeros.,1,1
263,Se hace la que no me conoce pero en mi cama tiene vicio.,1,1
264,Las Mujeres son para estar en la casa.,1,1
265,Esta floja y fea.,1,1
266,Lo que para un hombre una mujer es vieja para otros es nueva y esta buena .,1,1
267,Si una mujer te llama por las noches es porque le haces falta en la cama,1,1
268,Tus ojos son como dos sartenes cada vez que me miras se me fríen los huevos,1,1
269,La mujer que no quiera que la frieguen que se compre un vibrador,1,1
270,Yo no quiero oro ni plata solo quiero el tesoro que llevan entre tus patas,1,1
271,Quisiera ser tarzan para andar de rama en rama hasta llegar a tu cama,1,1
